time,place,status,tsunami,significance,data_type,magnitudo,state,longitude,latitude,depth,date
631367663810,"0km E of Borrego Springs, CA",reviewed,0,8,earthquake,0.7,California,-116.374,33.256,7.843,1990-01-03 11:54:23.810000+00:00
631367666350,"0 km S of Hopland, California",reviewed,0,28,earthquake,1.35, California,-123.115,38.9648333,4.21,1990-01-03 11:54:26.350000+00:00
631367667430,"0km S of Borrego Springs, CA",reviewed,0,194,earthquake,3.55,California,-116.375,33.255,8.491,1990-01-03 11:54:27.430000+00:00
631369344240,"0km S of Borrego Springs, CA",reviewed,0,14,earthquake,0.96,California,-116.375,33.255,7.511,1990-01-03 12:22:24.240000+00:00
631369671740,"0 km SW of Kahaluu-Keauhou, Hawaii",reviewed,0,53,earthquake,1.85, Hawaii,-155.9673333,19.566,42.759,1990-01-03 12:27:51.740000+00:00
631370922870,"3 km SSE of Aromas, California",reviewed,0,8,earthquake,0.74, California,-121.6268333,36.8608333,10.182,1990-01-03 12:48:42.870000+00:00
631370962640,"11km SW of Salton City, CA",reviewed,0,13,earthquake,0.91,California,-116.046,33.238,0.372,1990-01-03 12:49:22.640000+00:00
631371525850,"0km SW of Borrego Springs, CA",reviewed,0,68,earthquake,2.11,California,-116.376,33.255,7.241,1990-01-03 12:58:45.850000+00:00
631373089550,"20 km ESE of East Foothills, California",reviewed,0,9,earthquake,0.76, California,-121.598,37.3285,10.668,1990-01-03 13:24:49.550000+00:00
631373226690,"39 km ESE of Chenega, Alaska",reviewed,0,62,earthquake,2.0, Alaska,-147.3733,59.9107,8.2,1990-01-03 13:27:06.690000+00:00
631373482400,"12 km S of Tres Pinos, California",reviewed,0,8,earthquake,0.73, California,-121.309,36.6778333,1.928,1990-01-03 13:31:22.400000+00:00
631373536930,"8 km E of Gilroy, California",reviewed,0,17,earthquake,1.05, California,-121.4751667,37.0171667,8.283,1990-01-03 13:32:16.930000+00:00
631374318980,"13 km W of Aspen Springs, California",reviewed,0,26,earthquake,1.31, California,-118.8671667,37.538,5.36,1990-01-03 13:45:18.980000+00:00
631374367280,"6 km SSE of Sunol, California",reviewed,0,31,earthquake,1.41, California,-121.8521667,37.5411667,5.336,1990-01-03 13:46:07.280000+00:00
631379686070,"7 km W of Cobb, California",reviewed,0,12,earthquake,0.89, California,-122.8108333,38.8185,3.42,1990-01-03 15:14:46.070000+00:00
631380331900,"8 km W of Cobb, CA",reviewed,0,12,earthquake,0.89,California,-122.8115,38.8183333,3.28,1990-01-03 15:25:31.900000+00:00
631380639950,"67 km W of Ferndale, California",reviewed,0,86,earthquake,2.37, California,-125.0568333,40.6016667,10.753,1990-01-03 15:30:39.950000+00:00
631380976320,"10 km SSW of Tres Pinos, California",reviewed,0,6,earthquake,0.62, California,-121.3473333,36.7016667,4.132,1990-01-03 15:36:16.320000+00:00
631381095810,"20km SSW of Ocotillo Wells, CA",reviewed,0,67,earthquake,2.08,California,-116.23,32.981,8.627,1990-01-03 15:38:15.810000+00:00
631381753180,"6 km ENE of Day Valley, California",reviewed,0,12,earthquake,0.87, California,-121.799,37.0673333,7.828,1990-01-03 15:49:13.180000+00:00
631382486300,"253 km SSE of Kokopo, Papua New Guinea",reviewed,0,259,earthquake,4.1, Papua New Guinea,152.917,-6.539,33.0,1990-01-03 16:01:26.300000+00:00
631382605650,"6 km S of Tres Pinos, California",reviewed,0,19,earthquake,1.12, California,-121.3145,36.73,9.635,1990-01-03 16:03:25.650000+00:00
631383337290,"6 km S of Tres Pinos, California",reviewed,0,32,earthquake,1.45, California,-121.3163333,36.7296667,9.559,1990-01-03 16:15:37.290000+00:00
631383519340,Central California,reviewed,0,26,earthquake,1.3,Central California,-121.3171667,36.7298333,9.505,1990-01-03 16:18:39.340000+00:00
631383642440,"12 km SSE of Volcano, Hawaii",reviewed,0,56,earthquake,1.9, Hawaii,-155.194,19.334,7.853,1990-01-03 16:20:42.440000+00:00
631383930660,Central California,reviewed,0,26,earthquake,1.3,Central California,-121.3176667,36.7288333,9.549,1990-01-03 16:25:30.660000+00:00
631383957270,"9 km W of Cobb, California",reviewed,0,26,earthquake,1.29, California,-122.8346667,38.8176667,0.899,1990-01-03 16:25:57.270000+00:00
631384973350,"6 km S of Tres Pinos, California",reviewed,0,46,earthquake,1.72, California,-121.32,36.7293333,8.969,1990-01-03 16:42:53.350000+00:00
631385160080,"19km N of Mojave, CA",reviewed,0,81,earthquake,2.29,California,-118.21,35.224,2.451,1990-01-03 16:46:00.080000+00:00
631387333810,"2 km SSW of Jamestown, California",reviewed,0,25,quarry blast,1.27, California,-120.4346667,37.9368333,-0.485,1990-01-03 17:22:13.810000+00:00
631388028160,"6 km S of Tres Pinos, California",reviewed,0,5,earthquake,0.59, California,-121.3136667,36.7315,9.629,1990-01-03 17:33:48.160000+00:00
631388720980,"3 km ENE of Enetai, Washington",reviewed,0,50,earthquake,1.8, Washington,-122.5566667,47.5966667,17.389,1990-01-03 17:45:20.980000+00:00
631390333910,"5 km SSW of Ridgemark, California",reviewed,0,14,earthquake,0.95, California,-121.3973333,36.7698333,8.758,1990-01-03 18:12:13.910000+00:00
631390961730,"9km N of Victorville, CA",reviewed,0,58,quarry blast,1.95,California,-117.3,34.62,-0.974,1990-01-03 18:22:41.730000+00:00
631391812440,"1 km SSW of Loyola, California",reviewed,0,57,quarry blast,1.92, California,-122.1055,37.3421667,-0.32,1990-01-03 18:36:52.440000+00:00
631392571030,"11 km NNE of Day Valley, California",reviewed,0,10,earthquake,0.79, California,-121.8005,37.1261667,5.259,1990-01-03 18:49:31.030000+00:00
631392901080,"9 km W of Cobb, California",reviewed,0,68,earthquake,2.11, California,-122.8266667,38.8161667,-0.401,1990-01-03 18:55:01.080000+00:00
631393128150,"6 km SSE of Sunol, California",reviewed,0,57,earthquake,1.92, California,-121.8508333,37.5411667,5.326,1990-01-03 18:58:48.150000+00:00
631393664530,"12 km W of Aspen Springs, California",reviewed,0,6,earthquake,0.65, California,-118.8575,37.5666667,6.95,1990-01-03 19:07:44.530000+00:00
631395112130,"15 km S of Fern Forest, Hawaii",reviewed,0,49,earthquake,1.78, Hawaii,-155.1398333,19.3281667,5.449,1990-01-03 19:31:52.130000+00:00
631395747000,"171 km NNE of Finschhafen, Papua New Guinea",reviewed,0,222,earthquake,3.8, Papua New Guinea,148.408,-5.114,219.0,1990-01-03 19:42:27+00:00
631397374770,"5km ENE of Lake Elsinore, CA",reviewed,0,40,quarry blast,1.61,California,-117.274,33.68,-0.653,1990-01-03 20:09:34.770000+00:00
631397948300,"6 km WSW of Copperopolis, California",reviewed,0,31,quarry blast,1.42, California,-120.702,37.9531667,-0.499,1990-01-03 20:19:08.300000+00:00
631398603420,"12 km W of Aspen Springs, California",reviewed,0,3,earthquake,0.46, California,-118.8585,37.5483333,5.758,1990-01-03 20:30:03.420000+00:00
631400304010,"0km SE of Borrego Springs, CA",reviewed,0,16,earthquake,1.02,California,-116.373,33.254,9.073,1990-01-03 20:58:24.010000+00:00
631400462180,"4km SSE of Home Gardens, CA",reviewed,0,67,quarry blast,2.08,California,-117.5,33.85,-0.386,1990-01-03 21:01:02.180000+00:00
631400897220,"4 km NNW of Columbia, California",reviewed,0,33,quarry blast,1.47, California,-120.4156667,38.0716667,-0.581,1990-01-03 21:08:17.220000+00:00
631401299810,"8 km SW of Volcano, Hawaii",reviewed,0,81,earthquake,2.29, Hawaii,-155.2866667,19.3843333,5.477,1990-01-03 21:14:59.810000+00:00
631401324460,"19km N of Mojave, CA",reviewed,0,95,earthquake,2.49,California,-118.214,35.221,2.991,1990-01-03 21:15:24.460000+00:00
631402028080,"0km SW of Borrego Springs, CA",reviewed,0,67,earthquake,2.09,California,-116.376,33.255,7.631,1990-01-03 21:27:08.080000+00:00
631402067640,Central California,reviewed,0,26,earthquake,1.29,Central California,-120.5665,36.0125,4.165,1990-01-03 21:27:47.640000+00:00
631402587920,"6 km NE of Interlaken, California",reviewed,0,41,earthquake,1.63, California,-121.6893333,36.9971667,8.879,1990-01-03 21:36:27.920000+00:00
631402603030,northwest of Australia,reviewed,0,312,earthquake,4.5,northwest of Australia,115.556,-12.555,33.0,1990-01-03 21:36:43.030000+00:00
631402745950,"17 km NW of Parkfield, California",reviewed,0,9,earthquake,0.77, California,-120.574,36.0126667,5.545,1990-01-03 21:39:05.950000+00:00
631403558540,"16 km S of Tauranga, New Zealand",reviewed,0,148,earthquake,3.1, New Zealand,176.195,-37.837,307.6,1990-01-03 21:52:38.540000+00:00
631404169120,"7 km W of Cobb, California",reviewed,0,12,earthquake,0.89, California,-122.809,38.8176667,3.52,1990-01-03 22:02:49.120000+00:00
631404680030,Northern California,reviewed,0,12,earthquake,0.88,Northern California,-122.7763333,38.8303333,1.094,1990-01-03 22:11:20.030000+00:00
631405134640,"9 km N of Boulder Creek, California",reviewed,0,36,earthquake,1.54, California,-122.1388333,37.2146667,7.766,1990-01-03 22:18:54.640000+00:00
631405289640,"7 km ESE of Prunedale, California",reviewed,0,73,quarry blast,2.18, California,-121.5943333,36.7488333,-0.309,1990-01-03 22:21:29.640000+00:00
631405498710,"38 km NNE of Amboy, Washington",reviewed,0,68,earthquake,2.1, Washington,-122.1845,46.201,-1.691,1990-01-03 22:24:58.710000+00:00
631405643630,"38 km NNE of Amboy, Washington",reviewed,0,26,earthquake,1.3, Washington,-122.1855,46.2005,-1.701,1990-01-03 22:27:23.630000+00:00
631406699390,"2 km SSW of Saratoga, California",reviewed,0,49,earthquake,1.79, California,-122.0348333,37.242,6.737,1990-01-03 22:44:59.390000+00:00
631407682420,"6 km S of Tres Pinos, California",reviewed,0,14,earthquake,0.95, California,-121.3138333,36.7303333,9.675,1990-01-03 23:01:22.420000+00:00
631407955220,"44 km NNW of Valdez, Alaska",reviewed,0,68,earthquake,2.1, Alaska,-146.6215,61.5075,23.4,1990-01-03 23:05:55.220000+00:00
631409810500,"24 km NE of Greenfield, California",reviewed,0,10,earthquake,0.81, California,-121.0521667,36.4758333,4.624,1990-01-03 23:36:50.500000+00:00
631410414920,"23km NW of Grapevine, CA",reviewed,0,44,earthquake,1.7,California,-119.111,35.086,4.5,1990-01-03 23:46:54.920000+00:00
631410961840,"2 km N of Day Valley, California",reviewed,0,21,earthquake,1.17, California,-121.8606667,37.0616667,11.147,1990-01-03 23:56:01.840000+00:00
631412026170,"10 km SSW of Aspen Springs, California",reviewed,0,98,earthquake,2.53, California,-118.7798333,37.4746667,8.513,1990-01-04 00:13:46.170000+00:00
631413248070,"20km W of Westmorland, CA",reviewed,0,39,earthquake,1.6,California,-115.835,33.002,2.821,1990-01-04 00:34:08.070000+00:00
631415620440,"3 km SSE of Pietraporzio, Italy",reviewed,0,56,earthquake,1.9, Italy,7.044,44.316,10.0,1990-01-04 01:13:40.440000+00:00
631416163710,"4 km SW of Cobb, California",reviewed,0,17,earthquake,1.05, California,-122.7555,38.7865,0.061,1990-01-04 01:22:43.710000+00:00
631417053700,Northern California,reviewed,0,21,earthquake,1.16,Northern California,-122.8313333,38.8216667,-0.501,1990-01-04 01:37:33.700000+00:00
631417440740,"4 km NNW of Day Valley, California",reviewed,0,27,earthquake,1.32, California,-121.8903333,37.0706667,13.094,1990-01-04 01:44:00.740000+00:00
631417626440,Northern California,reviewed,0,14,earthquake,0.94,Northern California,-122.008,37.158,5.726,1990-01-04 01:47:06.440000+00:00
631418233880,"31 km ENE of Skwentna, Alaska",reviewed,0,56,earthquake,1.9, Alaska,-150.8462,62.0983,71.1,1990-01-04 01:57:13.880000+00:00
631418763150,"21 km NE of Soledad, California",reviewed,0,26,earthquake,1.31, California,-121.1408333,36.5521667,6.976,1990-01-04 02:06:03.150000+00:00
631418850080,"5 km NNE of Interlaken, California",reviewed,0,54,earthquake,1.87, California,-121.703,36.9891667,5.789,1990-01-04 02:07:30.080000+00:00
631419909320,"14 km SE of Tres Pinos, California",reviewed,0,8,earthquake,0.71, California,-121.1901667,36.7175,2.843,1990-01-04 02:25:09.320000+00:00
631420250140,"9 km SSE of Orsières, Switzerland",reviewed,0,104,earthquake,2.6, Switzerland,7.18,45.949,10.0,1990-01-04 02:30:50.140000+00:00
631420251980,"38 km NNE of Amboy, Washington",reviewed,0,22,earthquake,1.2, Washington,-122.1906667,46.2026667,-1.729,1990-01-04 02:30:51.980000+00:00
631421611500,"8 km W of Cobb, California",reviewed,0,14,earthquake,0.95, California,-122.8236667,38.8333333,-0.894,1990-01-04 02:53:31.500000+00:00
631421643290,"8 km W of Cobb, California",reviewed,0,20,earthquake,1.14, California,-122.825,38.8286667,-0.224,1990-01-04 02:54:03.290000+00:00
631422383570,"54 km S of Aitape, Papua New Guinea",reviewed,0,246,earthquake,4.0, Papua New Guinea,142.315,-3.629,225.6,1990-01-04 03:06:23.570000+00:00
631423683270,"2 km SSW of Lexington Hills, California",reviewed,0,19,earthquake,1.1, California,-121.98,37.1458333,12.172,1990-01-04 03:28:03.270000+00:00
631424644010,"0km NE of Granada Hills, CA",reviewed,0,32,earthquake,1.44,California,-118.498,34.275,1.726,1990-01-04 03:44:04.010000+00:00
631426149780,"244 km ESE of Hotan, China",reviewed,0,312,earthquake,4.5, China,82.567,36.479,10.0,1990-01-04 04:09:09.780000+00:00
631426778900,"7 km SE of Lexington Hills, California",reviewed,0,20,earthquake,1.13, California,-121.9113333,37.1213333,7.647,1990-01-04 04:19:38.900000+00:00
631427224950,"37 km NNE of Amboy, Washington",reviewed,0,8,earthquake,0.7, Washington,-122.1883333,46.1976667,-1.719,1990-01-04 04:27:04.950000+00:00
631429714480,"24 km NE of Soledad, California",reviewed,0,33,earthquake,1.47, California,-121.1463333,36.594,2.679,1990-01-04 05:08:34.480000+00:00
631429780540,"3 km NNE of Round Valley, California",reviewed,0,13,earthquake,0.93, California,-118.5698333,37.4445,5.604,1990-01-04 05:09:40.540000+00:00
631429858620,"12 km E of Beluga, Alaska",reviewed,0,104,earthquake,2.6, Alaska,-150.8593,61.149,48.3,1990-01-04 05:10:58.620000+00:00
631429905340,"2 km N of Interlaken, California",reviewed,0,13,earthquake,0.92, California,-121.7315,36.9775,14.191,1990-01-04 05:11:45.340000+00:00
631431141040,"118 km ENE of Hihifo, Tonga",reviewed,0,650,earthquake,6.5, Tonga,-172.85,-15.397,53.5,1990-01-04 05:32:21.040000+00:00
631431617590,"7 km WSW of Gilroy, California",reviewed,0,13,earthquake,0.91, California,-121.6476667,36.9746667,3.653,1990-01-04 05:40:17.590000+00:00
631433284140,"3 km WNW of Mammoth Lakes, California",reviewed,0,4,earthquake,0.54, California,-119.0073333,37.6631667,0.633,1990-01-04 06:08:04.140000+00:00
631433915490,"1 km SW of Wallace, Idaho",reviewed,0,112,explosion,2.7, Idaho,-115.941,47.463,0.0,1990-01-04 06:18:35.490000+00:00
631433992680,"7 km WSW of Cobb, California",reviewed,0,23,earthquake,1.22, California,-122.8105,38.8,0.958,1990-01-04 06:19:52.680000+00:00
631434035870,"8 km S of Moskowite Corner, California",reviewed,0,13,earthquake,0.93, California,-122.186,38.3695,4.607,1990-01-04 06:20:35.870000+00:00
631434119020,"13 km NE of Ashford, Washington",reviewed,0,4,earthquake,0.5, Washington,-121.9116667,46.844,7.971,1990-01-04 06:21:59.020000+00:00
631435480530,"5 km SW of Gilroy, California",reviewed,0,31,earthquake,1.42, California,-121.6126667,36.9715,3.337,1990-01-04 06:44:40.530000+00:00
631435622520,"46 km ENE of Warm River, Idaho",reviewed,0,53,earthquake,1.86, Idaho,-110.7693333,44.2426667,6.15,1990-01-04 06:47:02.520000+00:00
631436761720,"8 km E of Gilroy, California",reviewed,0,14,earthquake,0.96, California,-121.4775,37.0183333,8.683,1990-01-04 07:06:01.720000+00:00
631436908840,"10km NE of Borrego Springs, CA",reviewed,0,54,earthquake,1.88,California,-116.312,33.33,10.322,1990-01-04 07:08:28.840000+00:00
631437864990,"19km NW of Grapevine, CA",reviewed,0,54,earthquake,1.87,California,-119.091,35.048,12.97,1990-01-04 07:24:24.990000+00:00
631438534680,"8 km E of Gilroy, California",reviewed,0,19,earthquake,1.11, California,-121.4783333,37.015,7.833,1990-01-04 07:35:34.680000+00:00
631441580030,"2 km E of Mammoth Lakes, California",reviewed,0,3,earthquake,0.47, California,-118.9473333,37.65,2.246,1990-01-04 08:26:20.030000+00:00
631442974260,"0km NE of Borrego Springs, CA",reviewed,0,8,earthquake,0.71,California,-116.372,33.259,7.383,1990-01-04 08:49:34.260000+00:00
631443963170,"23 km NE of Potter Valley, California",reviewed,0,30,earthquake,1.4, California,-122.9463333,39.4941667,8.796,1990-01-04 09:06:03.170000+00:00
631444125550,"16 km SSW of Anchorage, Alaska",reviewed,0,56,earthquake,1.9, Alaska,-150.0283,61.0872,42.3,1990-01-04 09:08:45.550000+00:00
631444478670,"9 km SE of San Juan Bautista, California",reviewed,0,19,earthquake,1.1, California,-121.4738333,36.7721667,8.795,1990-01-04 09:14:38.670000+00:00
631448421560,"1 km N of Tres Pinos, California",reviewed,0,8,earthquake,0.72, California,-121.3208333,36.8038333,7.691,1990-01-04 10:20:21.560000+00:00
631448806770,"3 km ENE of Day Valley, California",reviewed,0,12,earthquake,0.9, California,-121.8278333,37.0506667,4.642,1990-01-04 10:26:46.770000+00:00
631449087890,"15 km S of Fern Forest, Hawaii",reviewed,0,50,earthquake,1.8, Hawaii,-155.1315,19.3241667,5.249,1990-01-04 10:31:27.890000+00:00
631449274700,"23 km ENE of Soledad, California",reviewed,0,43,earthquake,1.68, California,-121.1011667,36.5361667,7.234,1990-01-04 10:34:34.700000+00:00
631451551870,"8 km SW of Ridgemark, California",reviewed,0,15,earthquake,0.99, California,-121.4225,36.7488333,7.648,1990-01-04 11:12:31.870000+00:00
631451573860,"8 km SW of Ridgemark, California",reviewed,0,10,earthquake,0.8, California,-121.4198333,36.7485,7.286,1990-01-04 11:12:53.860000+00:00
631451699420,"241 km W of Panguna, Papua New Guinea",reviewed,0,284,earthquake,4.3, Papua New Guinea,153.317,-6.556,33.0,1990-01-04 11:14:59.420000+00:00
631452880290,"5 km WSW of Ridgemark, California",reviewed,0,16,earthquake,1.01, California,-121.4225,36.796,10.378,1990-01-04 11:34:40.290000+00:00
631453900820,"25 km N of P?hala, Hawaii",reviewed,0,39,earthquake,1.59, Hawaii,-155.5153333,19.4316667,9.918,1990-01-04 11:51:40.820000+00:00
631453909560,"6 km S of Tres Pinos, California",reviewed,0,6,earthquake,0.63, California,-121.315,36.7278333,9.939,1990-01-04 11:51:49.560000+00:00
631455329450,"38 km NNE of Amboy, Washington",reviewed,0,6,earthquake,0.6, Washington,-122.1826667,46.202,4.239,1990-01-04 12:15:29.450000+00:00
631455398380,"73 km ESE of Hitachi, Japan",reviewed,0,298,earthquake,4.4, Japan,141.408,36.342,55.1,1990-01-04 12:16:38.380000+00:00
631455658970,"11 km S of Volcano, Hawaii",reviewed,0,20,earthquake,1.14, Hawaii,-155.2225,19.3391667,6.195,1990-01-04 12:20:58.970000+00:00
631455702280,"8 km SSE of Gilroy, California",reviewed,0,12,earthquake,0.87, California,-121.5328333,36.9381667,2.516,1990-01-04 12:21:42.280000+00:00
631455742150,"12 km W of Cobb, California",reviewed,0,68,earthquake,2.1, California,-122.8706667,38.8271667,1.232,1990-01-04 12:22:22.150000+00:00
631455975930,"5 km WSW of Mammoth Lakes, California",reviewed,0,4,earthquake,0.48, California,-119.028,37.6355,2.073,1990-01-04 12:26:15.930000+00:00
631457121920,"4 km SE of Tres Pinos, California",reviewed,0,8,earthquake,0.73, California,-121.2811667,36.76,6.517,1990-01-04 12:45:21.920000+00:00
631457391480,"21km W of Progreso, B.C., MX",reviewed,0,82,earthquake,2.31, B.C.,-115.809,32.551,3.979,1990-01-04 12:49:51.480000+00:00
631457593390,"15 km W of Clam Gulch, Alaska",reviewed,0,39,earthquake,1.6, Alaska,-151.677,60.2305,62.6,1990-01-04 12:53:13.390000+00:00
631457893170,"232 km NW of Tual, Indonesia",reviewed,0,284,earthquake,4.3, Indonesia,131.545,-3.906,33.0,1990-01-04 12:58:13.170000+00:00
631458301340,"39 km NE of Hualien City, Taiwan",reviewed,0,271,earthquake,4.2, Taiwan,121.909,24.196,30.2,1990-01-04 13:05:01.340000+00:00
631458630050,"3 km SSW of Mammoth Lakes, California",reviewed,0,7,earthquake,0.67, California,-118.9938333,37.6195,2.03,1990-01-04 13:10:30.050000+00:00
631459073400,"13 km SSE of Volcano, Hawaii",reviewed,0,54,earthquake,1.88, Hawaii,-155.1908333,19.3275,7.023,1990-01-04 13:17:53.400000+00:00
631459202840,"6 km WSW of Cobb, California",reviewed,0,20,earthquake,1.15, California,-122.8016667,38.8083333,0.8,1990-01-04 13:20:02.840000+00:00
631459242780,"112 km E of Chiniak, Alaska",reviewed,0,284,earthquake,4.3, Alaska,-150.4098,57.719,10.0,1990-01-04 13:20:42.780000+00:00
631459460310,"7 km NW of Nevada City, California",reviewed,0,45,earthquake,1.71, California,-121.0851667,39.2996667,12.9,1990-01-04 13:24:20.310000+00:00
631459676230,"3km N of Baldwin Hills, CA",reviewed,0,22,earthquake,1.2,California,-118.3668333,34.0275,10.125,1990-01-04 13:27:56.230000+00:00
631459976800,"7 km WNW of Cobb, California",reviewed,0,7,earthquake,0.66, California,-122.805,38.8396667,-0.219,1990-01-04 13:32:56.800000+00:00
631460492940,"9 km WNW of Primrose, Alaska",reviewed,0,56,earthquake,1.9, Alaska,-149.5182,60.3632,33.8,1990-01-04 13:41:32.940000+00:00
631461112330,"11 km S of Tres Pinos, California",reviewed,0,8,earthquake,0.73, California,-121.3173333,36.6846667,4.008,1990-01-04 13:51:52.330000+00:00
631461369570,"13 km SSE of Volcano, Hawaii",reviewed,0,35,earthquake,1.51, Hawaii,-155.1773333,19.3333333,7.119,1990-01-04 13:56:09.570000+00:00
631461896440,"1 km NNE of Pacifica, California",reviewed,0,16,earthquake,1.01, California,-122.4803333,37.6301667,6.398,1990-01-04 14:04:56.440000+00:00
631463920000,Bosnia and Herzegovina region,reviewed,0,129,earthquake,2.9,Bosnia and Herzegovina region,18.042,43.95,10.0,1990-01-04 14:38:40+00:00
631464082010,"6 km W of Cobb, California",reviewed,0,12,earthquake,0.89, California,-122.7968333,38.8251667,2.004,1990-01-04 14:41:22.010000+00:00
631464278760,"1 km NNE of Los Altos Hills, California",reviewed,0,37,earthquake,1.56, California,-122.131,37.3921667,3.378,1990-01-04 14:44:38.760000+00:00
631465896410,"3 km SW of Saratoga, California",reviewed,0,29,earthquake,1.37, California,-122.0476667,37.24,10.507,1990-01-04 15:11:36.410000+00:00
631465965890,"9 km N of Chester, California",reviewed,0,6,earthquake,0.62, California,-121.2215,40.3956667,1.923,1990-01-04 15:12:45.890000+00:00
631466179690,"14 km WNW of Veyo, Utah",reviewed,0,57,earthquake,1.92, Utah,-113.8318333,37.4086667,5.85,1990-01-04 15:16:19.690000+00:00
631466362180,"51 km WNW of Valdez, Alaska",reviewed,0,50,earthquake,1.8, Alaska,-147.2277,61.3232,14.4,1990-01-04 15:19:22.180000+00:00
631467067400,"0 km ESE of Skwentna, Alaska",reviewed,0,68,earthquake,2.1, Alaska,-151.3892,61.9887,89.2,1990-01-04 15:31:07.400000+00:00
631467392060,"9km ENE of Coso Junction, CA",reviewed,0,40,earthquake,1.62,California,-117.855,36.061,-0.21,1990-01-04 15:36:32.060000+00:00
631467955150,"5 km W of Cobb, California",reviewed,0,43,earthquake,1.67, California,-122.7835,38.8301667,0.204,1990-01-04 15:45:55.150000+00:00
631469869030,"12 km NE of Conconully, Washington",reviewed,0,44,earthquake,1.7, Washington,-119.6228333,48.6253333,-1.132,1990-01-04 16:17:49.030000+00:00
631472592330,"4 km E of Mammoth Lakes, California",reviewed,0,10,earthquake,0.82, California,-118.9248333,37.6555,-0.402,1990-01-04 17:03:12.330000+00:00
631473662890,"21 km NE of Soledad, California",reviewed,0,5,earthquake,0.59, California,-121.1895,36.5828333,6.516,1990-01-04 17:21:02.890000+00:00
631474626010,"6 km SSW of Funny River, Alaska",reviewed,0,30,earthquake,1.4, Alaska,-150.8157,60.4547,9.1,1990-01-04 17:37:06.010000+00:00
631476064460,"16 km E of Baker City, Oregon",reviewed,0,138,earthquake,3.0, Oregon,-117.627,44.765,5.0,1990-01-04 18:01:04.460000+00:00
631476366040,"40 km NNW of Valdez, Alaska",reviewed,0,35,earthquake,1.5, Alaska,-146.5858,61.4727,22.2,1990-01-04 18:06:06.040000+00:00
631476537090,"68 km SSE of Hualien City, Taiwan",reviewed,0,246,earthquake,4.0, Taiwan,121.923,23.429,10.0,1990-01-04 18:08:57.090000+00:00
631477069520,"3 km SSW of Jamestown, California",reviewed,0,15,quarry blast,1.0, California,-120.4346667,37.9253333,-0.54,1990-01-04 18:17:49.520000+00:00
631478663490,"3 km NNW of Hollister, California",reviewed,0,11,earthquake,0.85, California,-121.421,36.882,5.956,1990-01-04 18:44:23.490000+00:00
631479271520,southeast Indian Ridge,reviewed,0,400,earthquake,5.1,southeast Indian Ridge,85.278,-41.6,10.0,1990-01-04 18:54:31.520000+00:00
631479494220,"5 km SSE of Méribel, France",reviewed,0,62,earthquake,2.0, France,6.589,45.367,10.0,1990-01-04 18:58:14.220000+00:00
631480911320,"2 km E of Bishop, California",reviewed,0,30,earthquake,1.39, California,-118.3623333,37.3595,6.428,1990-01-04 19:21:51.320000+00:00
631481266680,"2 km ESE of Bishop, California",reviewed,0,35,earthquake,1.51, California,-118.3633333,37.357,5.998,1990-01-04 19:27:46.680000+00:00
631481807200,"64 km WNW of Ninilchik, Alaska",reviewed,0,50,earthquake,1.8, Alaska,-152.7308,60.2948,118.2,1990-01-04 19:36:47.200000+00:00
631483545280,"45km NE of Holtville, CA",reviewed,0,67,quarry blast,2.09,California,-115.0,33.06,-0.406,1990-01-04 20:05:45.280000+00:00
631483680130,"57 km N of Petersville, Alaska",reviewed,0,56,earthquake,1.9, Alaska,-150.9035,63.0102,100.0,1990-01-04 20:08:00.130000+00:00
631484900610,"3 km S of Loyola, California",reviewed,0,52,quarry blast,1.83, California,-122.0973333,37.3236667,-0.292,1990-01-04 20:28:20.610000+00:00
631485479720,"20 km NE of Soledad, California",reviewed,0,7,earthquake,0.67, California,-121.1663333,36.5523333,3.177,1990-01-04 20:37:59.720000+00:00
631485824680,"9 km NW of Aspen Springs, California",reviewed,0,4,earthquake,0.49, California,-118.7978333,37.6095,-0.319,1990-01-04 20:43:44.680000+00:00
631485891780,"2 km SSW of Kirchberg, Switzerland",reviewed,0,129,earthquake,2.9, Switzerland,9.027,47.387,5.0,1990-01-04 20:44:51.780000+00:00
631486182660,"1 km SE of Jonschwil, Switzerland",reviewed,0,138,earthquake,3.0, Switzerland,9.101,47.413,10.0,1990-01-04 20:49:42.660000+00:00
631490373220,"23 km ENE of Soledad, California",reviewed,0,13,earthquake,0.93, California,-121.0778333,36.4958333,4.332,1990-01-04 21:59:33.220000+00:00
631490951270,"37 km E of Clear, Alaska, Alaska",reviewed,0,62,earthquake,2.0, Alaska,-148.409,64.2932,14.5,1990-01-04 22:09:11.270000+00:00
631491194150,"9 km NNE of Avenal, California",reviewed,0,54,earthquake,1.88, California,-120.0875,36.0841667,6.76,1990-01-04 22:13:14.150000+00:00
631491412080,"10 km S of Huron, California",reviewed,0,129,earthquake,2.9, California,-120.0911667,36.1056667,7.591,1990-01-04 22:16:52.080000+00:00
631491841170,"181 km SE of Lorengau, Papua New Guinea",reviewed,0,400,earthquake,5.1, Papua New Guinea,148.464,-3.156,33.0,1990-01-04 22:24:01.170000+00:00
631491965040,"21 km NE of Soledad, California",reviewed,0,21,earthquake,1.18, California,-121.1773333,36.5816667,4.33,1990-01-04 22:26:05.040000+00:00
631493752130,"15 km E of Hidden Valley Lake, California",reviewed,0,96,quarry blast,2.5, California,-122.3803333,38.8188333,-0.436,1990-01-04 22:55:52.130000+00:00
